final_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
parah pake data wifi muter mulu,1,0,,2024-09-08 11:40:36,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat dilakukan log out dan log in kembali dengan memastikan jaringan internet Bapak/Ibu stabil. Terima kasih Customer Care Citilink,2024-09-10 05:04:54
bantu,5,0,9.5.0,2024-09-07 13:10:28,"Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-09-10 05:02:59
bagus,5,0,9.6.0,2024-09-07 12:13:31,"Good afternoon Sir/Madam, Thank you for the review provided. Thank you for choosing Citilink for your Airline.",2024-09-10 05:00:32
taeek bayar gagal miles hilang,1,0,,2024-09-07 07:11:29,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-09-10 04:57:17
akurat praktis update sipp,5,0,9.6.0,2024-09-06 04:34:52,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-09-06 03:21:14
mantap,5,0,9.5.0,2024-09-03 10:23:45,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-09-06 03:38:01
harga jual jakarta medan mahal mahal puki harga tiket mahal sok bilang2 rugi tiket jakarta kuala lumpur murah maskapai klm harga saing maskapai domestik harga tidak kira2 mahal jabat kaya beli surga,1,0,4.2.0,2024-09-02 13:52:18,,
tolak emang sampah,1,0,9.6.0,2024-08-31 07:45:29,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-09-06 03:18:56
bagus lot lelet cuman saran sih coba tumpang kasih milih seat kursi cek jangan sistem terima kasih,5,18,9.6.0,2024-08-30 08:22:53,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami sangat menghargai dan berterima kasih atas masukan dan saran dari Bapak/Ibu yang akan menjadi acuan kami memberikan pelayanan yang lebih baik kepada seluruh pelanggan kami. Terima kasih Customer Care Citilink.,2024-09-02 09:03:52
haw2 update data tidak bisa2 prov kaltim gada kota ras,1,0,9.5.0,2024-08-29 11:52:52,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-09-02 09:00:02
update error,1,0,5.7.1,2024-08-29 02:58:01,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-09-01 12:49:35
parah ulang 3x loadingnya buanget kondisi sinyal paket data wifi hire orang it jago,1,11,9.5.0,2024-08-27 13:51:20,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-28 08:43:53
boarding pass nomor seat 0 kudu pangku fa suruh check bandara so malas antre check eh suruh tanpa csnya tinggal cakap tidak 2 menit hebat,1,5,9.5.0,2024-08-25 16:37:36,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-26 05:03:49
citilink mantap keren,5,0,9.5.0,2024-08-24 02:30:57,"Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-08-26 05:01:31
download tidak transaksi error,1,0,5.7.1,2024-08-24 02:08:05,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-26 04:58:49
check pesawat tidak,3,0,5.7.1,2024-08-21 16:59:46,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-22 04:46:06
bagus,5,0,,2024-08-19 01:32:23,"Good Morning Sir/Madam, Thank you for the review provided.",2024-08-20 04:22:45
nyesel tidak download,4,0,9.5.0,2024-08-17 12:17:45,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-08-18 10:46:27
pesan tiket citilink ubah jadwal,1,0,9.5.0,2024-08-16 09:23:59,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-18 10:43:51
murah traveloka,5,0,,2024-08-14 15:27:39,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Dapat kami sampaikan terkait harga tiket dapat melakukan pengecekan melalui website kami di www.citilink.co.id atau mobile apps Citilink secara berkala. Terima kasih Customer Care Citilink,2024-08-18 10:40:59
,5,0,9.5.0,2024-08-14 03:56:41,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-08-18 10:38:01
halo min tidak buka,4,0,5.6.1,2024-08-11 04:22:10,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat dilakukan log out dan log in kembali. Terima kasih Customer Care Citilink,2024-08-18 10:37:18
mantap,5,0,,2024-08-10 12:44:58,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-08-18 10:35:11
belum update silah update layan,5,4,9.5.0,2024-08-10 12:14:57,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-08-18 10:33:56
baguss manfaat,5,0,9.5.0,2024-08-10 12:03:27,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-08-18 10:33:29
tidak booking mesan tiket pesawat,1,0,,2024-08-08 06:57:48,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-09 03:57:01
bagus fly,4,0,,2024-08-08 01:11:22,"Good Morning Sir/Madam, Thank you for the review provided.",2024-08-09 03:55:45
mantap nyaman,5,0,,2024-08-07 09:19:05,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.


Pergi traveling dengan kekasih, Salam dari Citilink dan terima kasih",2024-08-09 03:53:59
alhamdulillah update jalan,4,1,9.4.6,2024-08-07 06:07:49,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-06 08:15:18
citilink parah banget si customer servicenya de,1,0,,2024-08-05 11:39:21,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-06 08:16:44
profesional,5,0,5.6.0,2024-08-05 09:23:32,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.


Pergi traveling dengan kekasih, Salam dari Citilink dan terima kasih",2024-08-06 08:18:08
pesawat padang jakarta delayed banget begitupula ambil bagasi serasa plonco kecewa,2,1,5.7.1,2024-08-04 14:50:19,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-06 08:18:52
download data airport berangkat tuju gagal praktis tidak pakai service pasrah ecommerce tak citilink bagus,2,2,5.7.1,2024-08-02 01:43:09,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-08-03 13:05:07
oke,5,0,9.4.5,2024-07-27 12:06:36,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Pergi traveling dengan kekasih, Salam dari Citilink dan terima kasih",2024-07-31 03:35:12
bantu cepat,5,0,,2024-07-25 07:36:43,"Selamat Pagi Ibu. Terima kasih atas ulasan yang diberikan.

Pergi traveling dengan kekasih, Salam dari Citilink dan terima kasih",2024-07-31 03:33:27
mahal ngeleg boz,1,0,,2024-07-19 07:58:08,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-07-20 12:59:17
donlot sen tiket pp pilih duduk top lancar tanpa lot makasih citilink smoga pake citilink,5,2,9.4.5,2024-07-18 08:47:52,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.


Pergi traveling dengan kekasih, Salam dari Citilink dan terima kasih",2024-07-20 12:56:36
alhamdulillah bantu,5,0,,2024-07-16 21:51:28,"Selamat Sore Bapak. Terima kasih atas ulasan yang diberikan.


Bersama kekasih pergi membeli anting, Terima kasih terbang #BarengCitilink",2024-07-17 08:40:43
bagus,5,0,9.4.5,2024-07-13 12:37:16,"Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Bersama kekasih pergi membeli anting, Terima kasih terbang #BarengCitilink",2024-07-16 07:19:41
daftar tidak coba cari terbang tanpa masuk akun sma sja lemott banget pdhl sinyal da 5g hadehh,1,6,9.4.5,2024-07-10 11:50:19,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-07-16 07:12:18
tidak proses stuck layar loading,1,3,9.4.5,2024-07-08 05:33:05,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-07-16 07:10:48
jaga lingkung hidup bangun,5,0,9.4.5,2024-07-07 11:53:31,"Selamat SIang Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Bersama kekasih pergi membeli anting, Terima kasih terbang #BarengCitilink",2024-07-16 07:10:11
mantap,5,0,9.4.5,2024-07-06 12:12:44,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Bersama kekasih pergi memancing, Terima kasih terbang #BarengCitilink",2024-07-07 12:45:59
belum make dah update,5,0,9.4.4,2024-07-03 12:26:16,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami sangat menghargai dan berterima kasih atas kritik, masukan dan saran dari Bapak/Ibu yang akan menjadi acuan kami memberikan pelayanan yang lebih baik kepada seluruh pelanggan kami. Terima kasih Customer Care Citilink.",2024-07-04 01:57:58
aplimasi ny lelet mesen tak sewa anak it bgs jangan kayak gin delete apliaksinya ndak manfaat,1,0,,2024-06-29 08:48:54,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-07-01 07:55:42
update mangkin eror tidak pesan tiket pesawat,5,0,,2024-06-28 23:59:35,Selamat Siang Bapak. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-07-01 07:53:48
aman nyaman terbang citilink,5,0,9.4.5,2024-06-28 16:59:06,"Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Bersama kekasih pergi memancing, Terima kasih terbang #BarengCitilink",2024-07-01 07:50:13
dana alas gagal bayar ribet butuh estimasi tidak rekomendasi,1,1,9.4.4,2024-06-28 04:44:12,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-07-01 07:47:14
citilink moga bagus layan tidak tunda,5,1,9.4.4,2024-06-25 11:51:20,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami sangat menghargai dan berterima kasih atas masukan dan saran dari Bapak/Ibu yang akan menjadi acuan kami memberikan pelayanan yang lebih baik kepada seluruh pelanggan kami. Terima kasih Customer Care Citilink.,2024-06-27 04:44:05
salam admin ig citilink initial abi tolol sengaja disconnect 2x perihal,1,0,9.4.4,2024-06-24 14:37:19,Selamat Pagi Bapak. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-06-27 04:36:51
pesan tiket 70 orang,5,0,9.4.4,2024-06-22 01:14:18,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Dapat kami informasikan untuk pemesanan tiket rombongan dapat mengunjungi link https://groupbook.citilink.co.id/#/. Terima kasih Customer Care Citilink",2024-06-22 13:07:11
,4,0,,2024-06-15 12:14:18,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.

Bersama kekasih pergi memancing, Terima kasih terbang #BarengCitilink",2024-06-16 12:18:44
nunggu bagasi 45 menit gila maskapai medan jakarta 15 juni 2024,1,0,5.7.1,2024-06-15 10:11:26,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Kami sangat menghargai dan berterima kasih atas kritik, masukan dan saran dari Bapak/Ibu yang akan menjadi acuan kami memberikan pelayanan yang lebih baik kepada seluruh pelanggan kami. Terima kasih Customer Care Citilink.",2024-06-16 12:16:53
gimana daftar sando tidak valid centang hijau bahwasannya sandi sesuai aneh banget,1,0,,2024-06-13 10:13:54,Selamat Malam Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-06-16 12:14:12
enak rubah jadwal terbang alas kendala operasional bilangin tuh flight schedule rencana terbang pesawat tidak laik terbang laku mro biar tidak ngaco jadwal shame flight,1,3,9.4.4,2024-06-11 05:23:24,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-06-13 02:32:40
jelek,1,0,9.4.4,2024-06-10 15:29:57,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-06-11 02:36:48
tidak pilih kota kota tuju gimana beli tiket,1,0,5.7.1,2024-06-04 13:04:29,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-06-06 08:31:19
